2011 UC64,2093-2113,21,1.30E-05,14.06,27.9,0.009,-6.45,-6.8,0
1998 DK36,2027-2100,17,5.60E-07,6.19,25,0.034,-6.45,-6.48,0
2008 GM2,2091-2114,38,3.60E-05,4.63,28.4,0.007,-6.47,-6.71,0
2012 CU,2040-2101,5,8.40E-07,10.94,26,0.021,-6.49,-6.62,0
2009 DV,2091-2091,1,1.80E-07,23.55,24.8,0.038,-6.5,-6.5,0
2008 VM,2016-2031,4,3.60E-05,10.26,30.2,0.003,-6.5,-6.52,0
2012 XB112,2058-2106,17,9.50E-05,4.14,29.8,0.004,-6.51,-6.53,0
2010 WA9,2086-2098,3,1.10E-06,8.18,25.6,0.025,-6.51,-6.64,0
2012 PK24,2051-2059,3,5.20E-08,11.62,23.6,0.063,-6.52,-6.89,0
2010 RM80,2085-2113,19,2.20E-05,5.37,27.9,0.009,-6.52,-6.98,0
2009 FJ,2058-2114,8,5.30E-07,8.69,24.9,0.036,-6.53,-7.07,0
2014 QN266,2056-2094,6,2.40E-06,2.84,26.2,0.02,-6.53,-7.09,0
2014 HD198,2018-2114,71,7.90E-06,17.56,29.6,0.004,-6.54,-6.68,0
2006 WZ184,2044-2112,12,2.20E-06,7.23,26.1,0.021,-6.54,-6.95,0
2008 US,2015-2046,24,1.70E-05,18.35,31.4,0.002,-6.55,-7.05,0
1998 US18,2102-2102,1,2.90E-09,16.34,20.6,0.25,-6.56,-6.56,0
2008 UA202,2051-2108,68,7.90E-05,2.31,29.4,0.004,-6.57,-7.37,0
2012 EP10,2056-2114,43,6.90E-05,2.8,29.2,0.005,-6.57,-7.07,0
2007 US51,2079-2111,6,3.30E-06,15.33,27.2,0.012,-6.58,-6.64,0
2013 PG10,2056-2113,6,8.00E-06,6.87,27.7,0.01,-6.58,-6.68,0
2013 RE74,2033-2089,11,3.80E-09,17.32,21.8,0.15,-6.61,-7.27,0
2009 YR,2060-2087,7,1.20E-05,3.12,28,0.009,-6.61,-6.95,0
2005 VN5,2067-2110,8,3.70E-06,6.61,27,0.014,-6.61,-6.67,0
2006 WA3,2038-2097,11,1.50E-08,11.79,22.7,0.099,-6.62,-7.21,0
2011 QF48,2067-2067,2,2.00E-07,19.93,25.3,0.03,-6.63,-6.86,0
2013 NE24,2059-2112,12,5.30E-06,10.82,27.4,0.011,-6.63,-6.95,0
2001 YN2,2020-2091,2,6.20E-08,18.82,24.9,0.035,-6.63,-6.75,0
2009 TB,2016-2082,19,4.30E-06,12.35,29.1,0.005,-6.64,-7.04,0
2004 FK5,2110-2110,1,4.50E-06,8.16,26.9,0.014,-6.64,-6.64,0
2014 HR197,2016-2114,420,2.50E-07,17.13,26.9,0.014,-6.65,-7.28,0
2008 SH148,2019-2112,107,7.60E-07,9.96,26.1,0.02,-6.65,-7.32,0
2006 SF281,2017-2111,295,9.90E-07,4.51,26.2,0.02,-6.65,-8.26,0
2012 UU158,2070-2078,2,1.90E-06,12.27,26.9,0.014,-6.66,-6.68,0
2013 YB,2017-2046,24,7.60E-05,8.98,31.4,0.002,-6.66,-7.02,0
2014 TL,2072-2111,4,9.00E-06,10.72,27.8,0.009,-6.67,-6.83,0
2013 RR43,2050-2050,1,1.50E-07,18.98,25.4,0.028,-6.67,-6.67,0
2007 VH189,2042-2045,3,1.20E-08,18.28,23.4,0.073,-6.67,-6.91,0
2007 EZ25,2087-2097,3,3.10E-07,20.75,25.6,0.026,-6.69,-7.05,0
2010 XQ,2021-2112,67,1.90E-07,10,25.1,0.032,-6.7,-7.39,0
2009 WJ6,2049-2056,2,1.70E-06,18.16,27.6,0.01,-6.7,-6.73,0
2008 HU4,2055-2086,3,1.30E-05,0.93,28.2,0.008,-6.72,-7.14,0
2006 UJ185,2052-2112,10,4.20E-06,15.44,27.9,0.009,-6.72,-7.15,0
1997 TC25,2096-2096,1,2.60E-07,9.89,24.7,0.039,-6.73,-6.73,0
2012 YR1,2077-2077,1,1.70E-06,7.84,26.5,0.017,-6.73,-6.73,0
2014 OO6,2103-2103,1,3.10E-08,17.82,23.3,0.075,-6.74,-6.74,0
2009 WW7,2069-2114,17,3.00E-05,8.19,28.9,0.006,-6.74,-6.9,0
2008 BC15,2072-2094,2,8.60E-07,20.64,26.6,0.016,-6.74,-6.9,0
2004 KG1,2114-2114,1,1.40E-07,10.16,24,0.053,-6.75,-6.75,0
2009 WR52,2062-2113,22,1.80E-05,5.43,28.3,0.007,-6.76,-7.16,0
2010 FN,2080-2101,13,2.30E-06,6.75,26.7,0.016,-6.76,-7.28,0
2013 RZ53,2084-2106,9,4.80E-04,1.26,31.1,0.002,-6.77,-7.37,0
2005 WY,2020-2043,2,3.00E-07,7.98,27.2,0.012,-6.77,-6.78,0
2014 HJ198,2022-2114,113,6.30E-07,21.94,26.7,0.015,-6.78,-7.71,0
1993 UA,2111-2111,2,6.20E-07,9.4,25.4,0.028,-6.79,-6.94,0
2013 UR1,2050-2050,1,1.30E-06,21.7,27.8,0.009,-6.8,-6.8,0
2011 YC63,2034-2047,3,3.20E-06,18.84,29,0.005,-6.81,-6.81,0
2013 QM48,2071-2113,18,5.00E-06,7.47,27.4,0.011,-6.83,-7.48,0
2010 NH,2089-2092,2,5.40E-07,10.29,25.7,0.025,-6.84,-6.88,0
2001 FB90,2109-2109,1,3.40E-10,25.82,19.7,0.38,-6.84,-6.84,0
2005 UA1,2033-2036,2,2.30E-07,14.7,26.4,0.018,-6.84,-6.95,0
2009 EW,2075-2081,4,7.80E-07,12.82,26.4,0.018,-6.84,-7.14,0
2005 GV190,2099-2099,1,1.20E-10,9.27,18,0.87,-6.86,-6.86,0
2007 WD5,2023-2093,6,1.40E-08,15,24.3,0.047,-6.87,-7.01,0
2008 TS10,2068-2110,19,2.30E-05,3.18,28.8,0.006,-6.88,-7.68,0
2005 CC37,2113-2113,1,2.60E-08,8.42,22.7,0.098,-6.88,-6.88,0
2014 HY198,2045-2114,213,4.00E-05,6.53,29.6,0.004,-6.89,-7.41,0
2013 PS13,2096-2105,2,1.80E-06,17.26,27.3,0.012,-6.9,-6.93,0
2008 CB6,2093-2101,2,2.60E-06,7.44,27.1,0.013,-6.91,-6.91,0
2004 DA53,2111-2113,5,7.20E-06,9.34,27.9,0.009,-6.91,-6.96,0
2011 CU46,2100-2113,4,2.20E-07,17.58,25.3,0.029,-6.91,-6.96,0
2008 WO2,2065-2111,10,5.50E-05,6.11,29.8,0.004,-6.92,-7.25,0
2011 CF22,2031-2114,167,5.40E-05,18.82,30.9,0.002,-6.92,-7.74,0
2002 UV36,2044-2087,2,6.30E-07,8.02,26.7,0.016,-6.92,-6.93,0
2014 LJ,2055-2113,38,1.40E-05,3.61,28.5,0.007,-6.93,-7.79,0
2009 ST171,2066-2066,1,1.00E-06,9.84,26.8,0.015,-6.94,-6.94,0
2015 BY3,2033-2085,10,9.90E-07,16.57,27.5,0.011,-6.94,-7.48,0
2006 XP4,2107-2107,1,9.90E-08,5.77,23.9,0.055,-6.94,-6.94,0
2008 UY91,2018-2107,36,2.10E-08,16.2,24.6,0.041,-6.95,-7.74,0
2005 XN27,2095-2099,2,9.00E-08,11.62,24.4,0.045,-6.97,-7.01,0
2010 XC,2015-2111,280,2.70E-06,4.23,29,0.005,-6.97,-7.31,0
2010 UR7,2079-2086,3,1.80E-06,13.34,27.4,0.011,-6.98,-7.11,0
2004 RU109,2038-2053,4,3.00E-07,12.92,26.5,0.017,-7,-7.38,0
2013 GA55,2070-2085,7,3.00E-06,9.35,27.7,0.01,-7,-7.42,0
1991 BA,2023-2096,9,9.90E-07,18.26,28.6,0.006,-7.01,-7.07,0
2006 XZ2,2059-2110,6,1.70E-06,9.11,27.1,0.013,-7.01,-7.28,0
2013 TV132,2099-2111,4,1.20E-06,9.16,26.5,0.017,-7.03,-7.37,0
2010 KJ37,2024-2084,10,1.40E-08,6.69,23.9,0.056,-7.03,-7.15,0
2009 FP32,2073-2114,18,2.40E-06,14.99,27.8,0.009,-7.04,-7.71,0
2011 YC40,2034-2050,6,1.10E-05,10.27,29.7,0.004,-7.04,-7.22,0
2014 HN198,2019-2114,151,1.10E-07,9.59,25.7,0.024,-7.05,-7.86,0
2013 GW38,2061-2113,14,6.50E-06,10.26,28.5,0.007,-7.06,-7.67,0
2011 BH40,2023-2109,62,8.00E-08,5.48,25.1,0.033,-7.06,-7.72,0
2012 HB25,2062-2062,1,8.90E-08,8.95,24.9,0.035,-7.08,-7.08,0
2003 KF4,2111-2111,1,2.80E-08,9.75,23.3,0.074,-7.09,-7.09,0
2012 BW13,2086-2111,10,1.70E-06,11.69,27.2,0.012,-7.09,-7.55,0
2010 JL88,2049-2103,8,6.90E-07,14.84,26.8,0.015,-7.1,-7.65,0
2003 WT153,2048-2111,9,3.70E-06,4.44,28.1,0.008,-7.1,-7.33,0
2014 EU,2080-2107,6,3.60E-06,5.61,27.7,0.01,-7.12,-7.6,0
2007 EE126,2062-2092,4,5.90E-08,30.7,25.6,0.025,-7.12,-7.39,0
2012 CR,2025-2025,1,1.70E-10,14.18,21,0.21,-7.12,-7.12,0
2008 XK,2015-2101,70,4.30E-07,12.62,27.3,0.012,-7.15,-7.62,0
2011 AZ36,2026-2112,88,9.70E-08,7.4,25,0.034,-7.15,-8.25,0
2006 YE,2082-2095,4,2.00E-06,6.03,27.3,0.012,-7.16,-7.25,0
2005 VP,2053-2103,12,9.30E-08,12.86,25.5,0.027,-7.17,-7.58,0
2011 CW46,2021-2113,14,1.30E-08,16.59,24.7,0.039,-7.17,-7.3,0
2008 UW99,2093-2093,1,9.30E-08,8.56,24.7,0.039,-7.19,-7.19,0
2003 UM3,2022-2109,74,1.80E-06,13.84,28,0.008,-7.19,-7.93,0
2012 FN35,2085-2085,1,1.20E-07,8.02,25,0.034,-7.19,-7.19,0
2011 FA23,2025-2102,6,4.00E-06,14.33,28.9,0.006,-7.22,-7.33,0
2011 HP4,2033-2033,1,2.90E-07,14.13,27.5,0.011,-7.25,-7.25,0
2010 VN1,2050-2060,3,1.80E-06,10.99,28.3,0.007,-7.25,-7.36,0
1993 HP1,2061-2088,4,5.60E-07,9.9,26.9,0.014,-7.25,-7.28,0
2010 LF64,2024-2105,6,8.10E-09,5.11,23,0.086,-7.26,-7.75,0
2011 BP40,2031-2111,24,1.40E-07,3.37,25.4,0.028,-7.26,-7.92,0
2012 SU9,2084-2111,5,1.20E-06,10.85,27.2,0.012,-7.26,-7.46,0
2014 JU79,2026-2101,7,4.70E-09,6.27,23,0.083,-7.27,-7.72,0
2013 CY,2072-2106,9,4.70E-06,2.43,28.2,0.008,-7.27,-7.87,0
2014 HE199,2039-2039,1,2.20E-08,14.51,25,0.033,-7.28,-7.28,0
2006 UQ216,2061-2102,6,1.70E-06,3.74,27.3,0.012,-7.28,-7.44,0
2012 BP123,2016-2113,228,5.90E-07,4.6,27.1,0.013,-7.28,-8.12,0
1991 VG,2101-2101,1,6.90E-06,1.04,28.4,0.007,-7.29,-7.29,0
2014 WE6,2104-2109,5,5.20E-05,4.43,30.3,0.003,-7.3,-7.57,0
2004 VM24,2078-2090,3,1.40E-07,12.86,25.7,0.025,-7.3,-7.64,0
2007 CS5,2107-2109,2,8.20E-08,5.02,24.5,0.042,-7.33,-7.41,0
2006 DO62,2036-2079,14,1.70E-06,11.07,28.3,0.007,-7.33,-7.67,0
2007 BB,2076-2076,1,2.10E-06,4.44,27.8,0.009,-7.34,-7.34,0
2005 JT1,2087-2114,2,2.90E-07,5.45,25.7,0.025,-7.34,-7.35,0
2014 WA,2049-2049,1,1.30E-06,9.56,28.2,0.008,-7.35,-7.35,0
2014 HJ197,2036-2114,411,1.80E-05,4.49,30.2,0.003,-7.36,-7.93,0
2011 WQ4,2048-2081,2,6.20E-07,7.25,27.4,0.011,-7.37,-7.44,0
2011 WQ2,2052-2104,3,2.90E-07,9.35,26.1,0.021,-7.38,-7.52,0
2012 TU231,2111-2111,1,3.40E-07,9.98,26.2,0.02,-7.39,-7.39,0
2014 HB177,2059-2099,4,3.00E-06,6.09,28.3,0.007,-7.39,-7.59,0
2011 EC,2051-2051,1,7.30E-08,6.84,25.6,0.026,-7.43,-7.43,0
2008 YD3,2020-2106,32,7.70E-08,9.41,25.9,0.022,-7.44,-8.04,0
2008 CM74,2102-2102,1,2.90E-06,4.1,28,0.008,-7.46,-7.46,0
2007 UT3,2075-2109,4,1.30E-07,8.89,25.7,0.024,-7.46,-7.72,0
2006 UU17,2103-2107,3,3.40E-07,9.8,26.4,0.018,-7.46,-7.76,0
2012 UE,2040-2058,5,9.10E-07,13.22,28.4,0.007,-7.47,-7.73,0
2010 WW8,2015-2101,57,6.30E-08,5.67,26.1,0.02,-7.48,-8.23,0
2012 BY1,2043-2101,4,3.10E-08,18.29,25.8,0.024,-7.48,-7.51,0
2014 CE,2112-2112,1,5.50E-07,13.03,27,0.013,-7.49,-7.49,0
2007 FP3,2059-2113,9,2.40E-06,9.65,28.4,0.007,-7.52,-7.88,0
2007 XB23,2066-2108,6,6.60E-07,4.57,27.1,0.013,-7.52,-7.81,0
2008 UA92,2063-2078,2,5.80E-07,8.42,27.3,0.012,-7.54,-7.6,0
2002 GM5,2113-2113,1,6.40E-10,19.65,21.4,0.17,-7.56,-7.56,0
2014 GQ17,2079-2097,10,6.20E-07,5.37,27.1,0.013,-7.56,-8.09,0
2008 CJ,2106-2106,1,8.10E-07,8.06,27.3,0.012,-7.58,-7.58,0
2004 XB45,2054-2062,2,6.80E-08,16.96,26.3,0.019,-7.6,-7.79,0
2011 UR63,2111-2111,1,9.70E-08,12.6,25.7,0.025,-7.6,-7.6,0
2012 TP20,2064-2079,3,9.10E-07,7.3,27.8,0.009,-7.6,-7.97,0
2013 BR15,2100-2110,3,4.20E-08,14.1,25.1,0.032,-7.61,-7.78,0
2011 AD3,2033-2113,55,1.40E-07,12.47,26.5,0.017,-7.62,-8.32,0
2007 VD8,2023-2112,47,3.80E-07,12.64,27.7,0.01,-7.62,-8.43,0
2010 VP139,2016-2109,115,2.10E-06,3.34,28.7,0.006,-7.63,-8.5,0
2011 AZ22,2034-2113,7,7.90E-07,12.54,28.7,0.006,-7.63,-7.76,0
2006 BF56,2092-2110,7,2.70E-06,26.14,29.6,0.004,-7.64,-7.93,0
2014 HV2,2113-2113,1,1.20E-07,13.16,26,0.021,-7.64,-7.64,0
2010 XP,2021-2112,57,1.10E-07,8.86,26.7,0.016,-7.64,-8.04,0
2014 KS76,2101-2114,4,3.50E-07,7.03,26.6,0.016,-7.66,-7.79,0
2005 UC3,2076-2112,4,5.10E-07,7.87,27.1,0.013,-7.66,-7.98,0
2008 EK68,2016-2112,225,4.60E-06,7.07,29.9,0.004,-7.67,-8.98,0
2010 VR139,2019-2106,21,9.10E-08,5.08,26.7,0.015,-7.68,-8.14,0
2012 XL55,2036-2066,2,6.90E-08,19.17,27,0.013,-7.69,-7.8,0
2011 EM40,2054-2101,9,6.40E-07,10.7,28,0.009,-7.7,-8.13,0
2010 LV108,2073-2073,1,1.50E-09,9.06,22.3,0.12,-7.7,-7.7,0
2014 OP2,2071-2079,2,2.00E-06,11.64,29.1,0.005,-7.73,-7.83,0
2011 YW10,2025-2025,1,1.20E-09,13.85,24,0.054,-7.73,-7.73,0
2008 OO8,2109-2109,1,4.90E-08,8.32,25.2,0.031,-7.8,-7.8,0
2008 XU2,2039-2039,1,1.70E-08,9.93,25.6,0.026,-7.82,-7.82,0
2003 DW10,2046-2058,2,4.70E-08,7.82,26.1,0.02,-7.83,-8,0
2006 BF99,2039-2100,3,1.90E-09,23.09,23.9,0.055,-7.84,-7.91,0
2012 BN123,2074-2088,4,3.00E-09,9.9,23.2,0.078,-7.85,-8.13,0
2010 UZ7,2111-2111,2,1.50E-08,15.97,24.7,0.039,-7.85,-8.02,0
2014 HN197,2041-2041,1,1.10E-10,8.92,21,0.21,-7.86,-7.86,0
2008 YC29,2095-2095,3,2.80E-08,12.28,25.3,0.03,-7.88,-8.11,0
2014 HS197,2055-2100,7,9.90E-07,16.96,29.4,0.004,-7.89,-7.92,0
2013 XS21,2079-2111,8,3.50E-06,7.52,29.4,0.004,-7.92,-8.29,0
2008 GY21,2038-2106,28,2.00E-07,11.15,27.6,0.01,-7.93,-8.28,0
2009 VT1,2046-2109,5,3.30E-06,7.02,29.5,0.004,-7.95,-8.35,0
2011 FQ16,2082-2114,4,5.10E-07,8.02,27.7,0.01,-7.99,-8.03,0
2012 WQ3,2040-2040,1,3.80E-09,23.77,25.4,0.028,-8.02,-8.02,0
2014 WU200,2111-2112,3,2.40E-06,1.71,28.9,0.005,-8.05,-8.39,0
2011 YQ1,2113-2113,1,3.40E-08,11.65,25.6,0.026,-8.06,-8.06,0
2011 UE305,2109-2109,1,1.90E-10,15.92,21.2,0.19,-8.07,-8.07,0
2014 AG51,2049-2112,13,1.80E-06,14.82,30,0.003,-8.08,-8.11,0
2008 YC3,2086-2105,6,2.80E-08,6.25,25.4,0.029,-8.09,-8.18,0
2008 BN16,2083-2083,1,1.80E-08,18.62,25.9,0.022,-8.11,-8.11,0
2012 CS46,2023-2112,77,1.70E-07,6.52,27.8,0.009,-8.13,-8.92,0
2006 BO7,2060-2067,2,9.90E-07,9.84,29.3,0.005,-8.14,-8.32,0
2014 HN2,2082-2082,1,7.60E-08,2.59,26.3,0.018,-8.14,-8.14,0
2014 HM199,2025-2104,2,4.90E-10,10.54,23.7,0.063,-8.18,-8.21,0
2013 TX68,2017-2017,1,4.40E-10,14.29,25.3,0.03,-8.23,-8.23,0
2005 BS1,2026-2026,1,1.70E-08,12.1,27.3,0.012,-8.23,-8.23,0
2011 DX4,2031-2104,19,2.10E-08,17.77,26.3,0.018,-8.23,-8.93,0
2011 SE191,2098-2098,1,9.00E-09,14.57,25.1,0.032,-8.23,-8.23,0
2014 HE197,2028-2098,23,6.10E-09,16.46,25.5,0.026,-8.24,-9.13,0
2010 FD,2104-2104,1,3.20E-08,10.72,26,0.021,-8.27,-8.27,0
2014 MB6,2075-2075,1,2.30E-08,13.07,26.2,0.019,-8.27,-8.27,0
2014 KC45,2066-2102,5,1.40E-06,8.92,29.4,0.004,-8.28,-8.32,0
2008 KT,2091-2112,3,5.60E-07,2.99,28.2,0.008,-8.31,-8.41,0
2012 BA102,2112-2112,1,6.80E-08,7.24,26.5,0.017,-8.32,-8.32,0
2014 HN199,2038-2111,16,1.30E-08,17.62,26.4,0.018,-8.32,-8.74,0
2013 UJ5,2061-2061,1,1.10E-07,10.82,28,0.009,-8.38,-8.38,0
2010 RK53,2024-2029,2,3.10E-08,8.24,27.8,0.009,-8.4,-8.62,0
2014 BZ2,2099-2099,1,7.10E-09,17.79,25.5,0.027,-8.42,-8.42,0
2008 UM1,2021-2079,5,5.00E-07,19.02,31.6,0.002,-8.43,-8.45,0
2010 XB,2029-2029,1,1.10E-07,19.63,29.6,0.004,-8.43,-8.43,0
2008 JD33,2016-2095,28,9.30E-09,7.47,27,0.016,-8.44,-8.93,0
2014 HU46,2070-2070,1,1.10E-07,9.51,27.8,0.009,-8.45,-8.45,0
2007 WT3,2101-2101,1,1.30E-09,19.92,24.1,0.051,-8.49,-8.49,0
2008 GF1,2080-2080,2,1.30E-07,14.61,28.3,0.007,-8.49,-8.62,0
2006 BB9,2110-2110,1,1.20E-08,12.43,25.7,0.025,-8.5,-8.5,0
2014 HT197,2070-2090,3,1.20E-07,17.21,28.5,0.007,-8.51,-8.81,0
2000 SZ162,2088-2098,2,8.30E-08,4.04,27.1,0.013,-8.52,-8.72,0
2014 DK10,2060-2060,1,5.20E-08,11.83,27.8,0.01,-8.56,-8.56,0
2009 FQ32,2070-2108,5,5.40E-08,4.72,26.8,0.015,-8.57,-8.77,0
2008 VB4,2015-2103,20,3.10E-08,11.84,28.2,0.008,-8.57,-8.82,0
2012 VV76,2074-2074,1,4.40E-09,15.01,25.6,0.026,-8.62,-8.62,0
2014 MR67,2035-2065,3,4.10E-10,9.8,23.7,0.062,-8.65,-8.88,0
2005 TK50,2054-2106,2,1.60E-07,20.62,28.9,0.006,-8.66,-8.68,0
2012 CQ46,2040-2088,2,1.20E-08,13.12,27.2,0.012,-8.66,-8.66,0
2007 EE26,2105-2105,1,2.00E-08,4.58,26.1,0.021,-8.67,-8.67,0
2010 UE,2032-2044,2,1.10E-07,16.1,29.6,0.004,-8.68,-8.88,0
2011 CA7,2062-2064,2,8.70E-07,8.92,30.3,0.003,-8.69,-8.9,0
2014 MG68,2098-2098,1,1.90E-10,14.36,22.6,0.1,-8.71,-8.71,0
2011 DE5,2035-2035,1,3.20E-09,14.91,26.5,0.017,-8.72,-8.72,0
2003 SQ222,2018-2018,1,3.00E-08,15.2,30,0.003,-8.74,-8.74,0
2005 GQ33,2086-2086,2,4.40E-10,14.58,23.6,0.064,-8.76,-9.03,0
2008 WJ14,2031-2096,12,7.70E-09,10.34,26.6,0.016,-8.8,-9.44,0
2014 UU56,2078-2078,1,9.80E-08,8.15,28.3,0.007,-8.8,-8.8,0
2013 XT23,2055-2069,2,1.10E-09,8.42,24.7,0.039,-8.86,-8.92,0
2012 WR10,2108-2108,1,2.20E-07,2.74,28.5,0.007,-8.87,-8.87,0
2014 OQ392,2098-2098,1,1.90E-10,11.28,22.8,0.093,-8.92,-8.92,0
2007 WW3,2037-2037,1,1.60E-10,10.28,23.8,0.06,-8.95,-8.95,0
2009 SD15,2081-2105,2,8.10E-09,14.08,26.9,0.014,-9.05,-9.07,0
2008 JL24,2091-2091,1,3.60E-07,2.71,29.6,0.004,-9.06,-9.06,0
2006 CK,2113-2113,1,6.20E-09,6.96,25.9,0.023,-9.06,-9.06,0
2009 EJ1,2086-2086,2,3.80E-08,10.54,28.2,0.008,-9.18,-9.19,0
2013 EC20,2077-2107,2,1.50E-07,2.7,29,0.005,-9.2,-9.45,0
2014 OX3,2108-2108,1,2.20E-08,12.82,27.8,0.009,-9.22,-9.22,0
2009 XQ2,2084-2084,1,1.20E-10,26.66,24,0.053,-9.22,-9.22,0
2007 VF189,2072-2072,1,2.80E-08,11.5,28.3,0.007,-9.23,-9.23,0
2000 UK11,2099-2099,1,1.40E-09,6.3,25,0.034,-9.26,-9.26,0
2014 HK197,2051-2110,13,3.20E-09,18.14,26.7,0.015,-9.29,-10,0
2011 SE58,2055-2055,1,4.60E-09,15.7,27.6,0.01,-9.4,-9.4,0
2012 EZ1,2107-2107,1,3.70E-08,13.53,28.8,0.006,-9.48,-9.48,0
2009 JE1,2044-2089,5,4.30E-09,6.04,27.2,0.012,-9.5,-9.85,0
2012 FA57,2075-2075,1,1.30E-09,10.4,26,0.021,-9.5,-9.5,0
2007 RC20,2065-2106,2,4.10E-09,5.12,26.7,0.016,-9.63,-9.67,0
2014 HM198,2075-2104,3,3.30E-09,10.39,27.3,0.012,-9.75,-9.79,0
2014 HD199,2098-2098,1,1.20E-10,17.01,24.5,0.042,-9.76,-9.76,0
2009 XR1,2039-2100,5,7.30E-08,4.83,29.7,0.004,-9.79,-9.87,0
2012 GD,2060-2060,1,1.50E-09,8.74,26.9,0.014,-9.81,-9.81,0
2012 KP24,2032-2032,1,2.00E-10,12.75,26.4,0.017,-9.91,-9.91,0
2014 KW76,2107-2107,1,5.20E-09,14.96,28,0.008,-9.92,-9.92,0
2010 CS19,2104-2104,1,5.70E-09,6.82,28,0.009,-10.09,-10.1,0
2007 XO,2087-2110,2,3.10E-10,14.84,25.9,0.022,-10.1,-10.3,0
2009 SH1,2073-2107,20,4.30E-08,5.6,29.9,0.004,-10.11,-10.8,0
2014 HC196,2112-2112,1,2.10E-10,10.36,25.2,0.031,-10.11,-10.1,0
2014 HO197,2091-2091,1,2.20E-10,14.63,26,0.021,-10.25,-10.2,0
2014 HK196,2103-2103,1,1.20E-10,12.52,26,0.021,-10.65,-10.6,0
2014 GC49,2038-2038,1,1.70E-10,17.06,28.6,0.007,-11,-11,0
2010 XO69,2102-2102,1,1.90E-10,7.45,27.1,0.013,-11.13,-11.1,0
1991 TU,2112-2112,1,4.80E-10,6.82,28.6,0.007,-11.49,-11.5,0
2008 EF32,2083-2083,1,2.60E-10,13.11,29.4,0.005,-11.79,-11.8,0
2012 FN,2113-2113,1,2.20E-10,3.69,29.1,0.005,-12.13,-12.1,0
